run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
3,501015,3592,3592,NEW_ORDER,0,0,0
3,502171,2312,2312,NEW_ORDER,0,0,0
3,504631,3616,3616,NEW_ORDER,0,0,0
3,504657,26,26,PAYMENT,0,0,0
3,504657,0,0,DELIVERY,0,0,0
3,505253,3081,3081,NEW_ORDER,0,0,0
3,508651,3994,3994,DELIVERY_BG,0,0,0
3,508675,23,23,PAYMENT,0,0,0
3,508710,35,35,PAYMENT,0,0,0
3,508738,28,28,PAYMENT,0,0,0
3,509739,4486,4486,NEW_ORDER,0,0,0
3,511176,1437,1437,NEW_ORDER,0,0,0
3,511374,2636,2636,NEW_ORDER,0,0,0
3,511398,23,23,PAYMENT,0,0,0
3,511421,23,23,PAYMENT,0,0,0
3,511446,24,24,PAYMENT,0,0,0
3,515775,4599,4599,NEW_ORDER,0,0,0
3,516475,5029,5029,NEW_ORDER,0,0,0
3,518073,2298,2298,NEW_ORDER,0,0,0
3,518196,1721,1721,NEW_ORDER,0,0,0
3,518243,47,47,PAYMENT,0,0,0
3,520539,2296,2296,NEW_ORDER,0,0,0
3,521981,3907,3907,NEW_ORDER,0,0,0
3,522002,20,20,PAYMENT,0,0,0
3,522027,25,25,PAYMENT,0,0,0
3,522056,1517,1517,PAYMENT,0,0,0
3,522119,63,63,PAYMENT,0,0,0
3,522219,191,191,ORDER_STATUS,0,0,0
3,522219,0,0,DELIVERY,0,0,0
3,524768,2648,2648,NEW_ORDER,0,0,0
3,524789,21,21,PAYMENT,0,0,0
3,526470,4251,4251,DELIVERY_BG,0,0,0
3,528508,3719,3719,NEW_ORDER,0,0,0
3,528539,30,30,PAYMENT,0,0,0
3,528566,26,26,PAYMENT,0,0,0
3,531257,2691,2691,NEW_ORDER,0,0,0
3,532883,6413,6413,NEW_ORDER,0,0,0
3,532908,24,24,PAYMENT,0,0,0
3,535303,2394,2394,NEW_ORDER,0,0,0
3,535303,0,0,DELIVERY,0,0,0
3,535685,4428,4428,NEW_ORDER,0,0,0
3,539140,3837,3837,DELIVERY_BG,0,0,0
3,539167,26,26,PAYMENT,0,0,0
3,539167,0,0,DELIVERY,0,0,0
3,539791,4106,4106,NEW_ORDER,0,0,0
3,543276,3485,3485,NEW_ORDER,0,0,0
3,543312,35,35,PAYMENT,0,0,0
3,543315,4148,4148,DELIVERY_BG,0,0,0
3,543337,24,24,PAYMENT,0,0,0
3,543357,19,19,PAYMENT,0,0,0
3,543395,80,80,PAYMENT,0,0,0
3,543555,198,198,ORDER_STATUS,0,0,0
3,543574,19,19,PAYMENT,0,0,0
3,544957,1562,1562,NEW_ORDER,0,0,0
3,544988,1414,1414,PAYMENT,0,0,0
3,545014,25,25,PAYMENT,0,0,0
3,545149,192,192,ORDER_STATUS,0,0,0
3,548248,3233,3233,NEW_ORDER,0,0,0
3,548271,23,23,PAYMENT,0,0,0
3,548303,32,32,PAYMENT,0,0,0
3,548329,3179,3179,PAYMENT,0,0,0
3,549849,1546,1546,NEW_ORDER,0,0,0
3,549876,27,27,PAYMENT,0,0,0
3,549910,34,34,PAYMENT,0,0,0
3,549910,0,0,DELIVERY,0,0,0
3,552488,4159,4159,NEW_ORDER,0,0,0
3,554442,4532,4532,DELIVERY_BG,0,0,0
3,556737,4249,4249,NEW_ORDER,0,0,0
3,557000,2558,2558,NEW_ORDER,0,0,0
3,557231,231,231,STOCK_LEVEL,0,0,0
3,557251,20,20,PAYMENT,0,0,0
3,557309,57,57,PAYMENT,0,0,0
3,559521,2784,2784,NEW_ORDER,0,0,0
3,559551,29,29,PAYMENT,0,0,0
3,561105,1554,1554,NEW_ORDER,0,0,0
3,561319,4009,4009,NEW_ORDER,0,0,0
3,561346,27,27,PAYMENT,0,0,0
3,561363,257,257,ORDER_STATUS,0,0,0
3,562757,1394,1394,NEW_ORDER,0,0,0
3,562785,28,28,PAYMENT,0,0,0
3,562817,32,32,PAYMENT,0,0,0
3,562903,86,86,PAYMENT,0,0,0
3,564264,2918,2918,NEW_ORDER,0,0,0
3,564292,28,28,PAYMENT,0,0,0
3,565296,2393,2393,NEW_ORDER,0,0,0
3,568568,4276,4276,NEW_ORDER,0,0,0
3,568589,20,20,PAYMENT,0,0,0
3,568791,202,202,ORDER_STATUS,0,0,0
3,568818,26,26,PAYMENT,0,0,0
3,568895,3599,3599,NEW_ORDER,0,0,0
3,568919,24,24,PAYMENT,0,0,0
3,568943,24,24,PAYMENT,0,0,0
3,568967,24,24,PAYMENT,0,0,0
3,570695,1877,1877,NEW_ORDER,0,0,0
3,572995,4028,4028,NEW_ORDER,0,0,0
3,573018,22,22,PAYMENT,0,0,0
3,573934,3238,3238,NEW_ORDER,0,0,0
3,573958,24,24,PAYMENT,0,0,0
3,575415,2397,2397,NEW_ORDER,0,0,0
3,576103,2145,2145,NEW_ORDER,0,0,0
3,576136,721,721,PAYMENT,0,0,0
3,576163,27,27,PAYMENT,0,0,0
3,577816,1713,1713,NEW_ORDER,0,0,0
3,577842,26,26,PAYMENT,0,0,0
3,578088,246,246,STOCK_LEVEL,0,0,0
3,580340,4177,4177,NEW_ORDER,0,0,0
3,580361,21,21,PAYMENT,0,0,0
3,580383,22,22,PAYMENT,0,0,0
3,580407,24,24,PAYMENT,0,0,0
3,580444,2356,2356,PAYMENT,0,0,0
3,580478,34,34,PAYMENT,0,0,0
3,580515,37,37,PAYMENT,0,0,0
3,580824,309,309,STOCK_LEVEL,0,0,0
3,580851,27,27,PAYMENT,0,0,0
3,580904,53,53,PAYMENT,0,0,0
3,583445,3038,3038,NEW_ORDER,0,0,0
3,583474,2570,2570,PAYMENT,0,0,0
3,583500,25,25,PAYMENT,0,0,0
3,583531,31,31,PAYMENT,0,0,0
3,583531,0,0,DELIVERY,0,0,0
3,585827,2381,2381,NEW_ORDER,0,0,0
3,587950,4419,4419,DELIVERY_BG,0,0,0
3,590049,4222,4222,NEW_ORDER,0,0,0
3,591906,3955,3955,NEW_ORDER,0,0,0
3,591935,29,29,PAYMENT,0,0,0
3,592525,2476,2476,NEW_ORDER,0,0,0
3,592550,25,25,PAYMENT,0,0,0
3,592573,22,22,PAYMENT,0,0,0
3,593956,2021,2021,NEW_ORDER,0,0,0
3,595382,1426,1426,NEW_ORDER,0,0,0
3,595573,191,191,ORDER_STATUS,0,0,0
3,596179,3606,3606,NEW_ORDER,0,0,0
3,596212,33,33,PAYMENT,0,0,0
3,598134,2560,2560,NEW_ORDER,0,0,0
3,598178,44,44,PAYMENT,0,0,0
3,598235,2023,2023,PAYMENT,0,0,0
3,598262,27,27,PAYMENT,0,0,0
3,598381,203,203,ORDER_STATUS,0,0,0
3,598421,39,39,PAYMENT,0,0,0
3,598484,222,222,STOCK_LEVEL,0,0,0
3,598527,43,43,PAYMENT,0,0,0
3,600348,1821,1821,NEW_ORDER,0,0,0
3,600427,2006,2006,NEW_ORDER,0,0,0
