run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
3,432780,1729,1729,NEW_ORDER,0,0,0
3,434452,3379,3379,NEW_ORDER,0,0,0
3,434479,27,27,PAYMENT,0,0,0
3,434506,27,27,PAYMENT,0,0,0
3,436051,3270,3270,NEW_ORDER,0,0,0
3,436072,21,21,PAYMENT,0,0,0
3,438277,3770,3770,NEW_ORDER,0,0,0
3,438304,2232,2232,PAYMENT,0,0,0
3,438475,198,198,ORDER_STATUS,0,0,0
3,440051,1747,1747,NEW_ORDER,0,0,0
3,441830,3355,3355,NEW_ORDER,0,0,0
3,443251,3200,3200,NEW_ORDER,0,0,0
3,443271,20,20,PAYMENT,0,0,0
3,443303,31,31,PAYMENT,0,0,0
3,444881,3051,3051,NEW_ORDER,0,0,0
3,445165,284,284,STOCK_LEVEL,0,0,0
3,446946,3643,3643,NEW_ORDER,0,0,0
3,447216,270,270,ORDER_STATUS,0,0,0
3,447217,0,0,DELIVERY,0,0,0
3,449707,4541,4541,NEW_ORDER,0,0,0
3,451952,4735,4735,DELIVERY_BG,0,0,0
3,451978,26,26,PAYMENT,0,0,0
3,453631,1653,1653,NEW_ORDER,0,0,0
3,454542,4835,4835,NEW_ORDER,0,0,0
3,454564,22,22,PAYMENT,0,0,0
3,455723,2092,2092,NEW_ORDER,0,0,0
3,455746,23,23,PAYMENT,0,0,0
3,455769,23,23,PAYMENT,0,0,0
3,457831,3267,3267,NEW_ORDER,0,0,0
3,461096,5327,5327,NEW_ORDER,0,0,0
3,461117,21,21,PAYMENT,0,0,0
3,461979,4148,4148,NEW_ORDER,0,0,0
3,462002,23,23,PAYMENT,0,0,0
3,462200,197,197,ORDER_STATUS,0,0,0
3,462200,0,0,DELIVERY,0,0,0
3,462812,1695,1695,NEW_ORDER,0,0,0
3,465239,2427,2427,NEW_ORDER,0,0,0
3,466315,4115,4115,DELIVERY_BG,0,0,0
3,466315,0,0,DELIVERY,0,0,0
3,468888,3649,3649,NEW_ORDER,0,0,0
3,470759,4444,4444,DELIVERY_BG,0,0,0
3,470781,21,21,PAYMENT,0,0,0
3,470805,24,24,PAYMENT,0,0,0
3,471052,2164,2164,NEW_ORDER,0,0,0
3,471077,24,24,PAYMENT,0,0,0
3,471287,210,210,ORDER_STATUS,0,0,0
3,473429,2623,2623,NEW_ORDER,0,0,0
3,473429,0,0,DELIVERY,0,0,0
