run,elapsed,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,vm_nr_dirty
3,1000,0.566326530612,0.0,0.0255102040816,0.40306122449,0.00510204081633,0.0,0.0,0.0,0.0,0.0,315
3,2000,0.582375478927,0.0,0.0242656449553,0.390804597701,0.00255427841635,0.0,0.0,0.0,0.0,0.0,329
3,3000,0.596774193548,0.0,0.0246179966044,0.376061120543,0.0025466893039,0.0,0.0,0.0,0.0,0.0,351
3,4000,0.597833014659,0.0,0.0229445506692,0.376673040153,0.0025493945188,0.0,0.0,0.0,0.0,0.0,342
3,5000,0.600510204082,0.0,0.0219387755102,0.375,0.00255102040816,0.0,0.0,0.0,0.0,0.0,318
3,6000,0.600934976626,0.0,0.0220994475138,0.373565660858,0.00339991500212,0.0,0.0,0.0,0.0,0.0,347
3,7000,0.601238164603,0.0,0.0218499635834,0.373270211216,0.00327749453751,0.0,0.000364166059723,0.0,0.0,0.0,373
3,8000,0.602040816327,0.0,0.0213647959184,0.373086734694,0.0031887755102,0.0,0.00031887755102,0.0,0.0,0.0,395
3,9000,0.60272031737,0.0,0.0212524794559,0.372343440068,0.00340039671295,0.0,0.000283366392746,0.0,0.0,0.0,422
3,10000,0.602292993631,0.0,0.0214012738854,0.372738853503,0.00331210191083,0.0,0.000254777070064,0.0,0.0,0.0,453
3,11000,0.603751736915,0.0,0.0215377489579,0.370773506253,0.00347383047707,0.0,0.000463177396943,0.0,0.0,0.0,478
3,12000,0.605050933786,0.0,0.0218590831919,0.369269949066,0.00339558573854,0.0,0.000424448217317,0.0,0.0,0.0,503
3,13000,0.606695379796,0.0,0.0219263899765,0.367658574785,0.00332811276429,0.0,0.000391542678152,0.0,0.0,0.0,526
3,14000,0.606870229008,0.0,0.0218102508179,0.367684478372,0.00327153762268,0.0,0.000363504180298,0.0,0.0,0.0,586
3,15000,0.605562150246,0.0,0.0217059521791,0.369001187044,0.00339155502798,0.0,0.000339155502798,0.0,0.0,0.0,618
3,16000,0.606234096692,0.0,0.0217875318066,0.368320610687,0.00333969465649,0.0,0.000318066157761,0.0,0.0,0.0,641
3,17000,0.60628742515,0.0,0.0217065868263,0.368263473054,0.00329341317365,0.0,0.000449101796407,0.0,0.0,0.0,663
3,18000,0.605769230769,0.0,0.0216346153846,0.368919683258,0.00325226244344,0.0,0.000424208144796,0.0,0.0,0.0,686
3,19000,0.605545137959,0.0,0.0216983659255,0.369140101795,0.00321457272971,0.0,0.000401821591214,0.0,0.0,0.0,718
3,20000,0.604529838402,0.0,0.021758493447,0.370021631251,0.00330830894516,0.0,0.000381727955211,0.0,0.0,0.0,745
3,21000,0.60603490063,0.0,0.0215705283568,0.368759088706,0.00327193407659,0.0,0.000363548230732,0.0,0.0,0.0,770
3,22000,0.605783689994,0.0,0.0213996529786,0.369115095431,0.00335454019665,0.0,0.000347021399653,0.0,0.0,0.0,792
3,23000,0.606261754619,0.0,0.0213519194601,0.368735479588,0.00331895121142,0.0,0.000331895121142,0.0,0.0,0.0,821
3,24000,0.606340118745,0.0,0.02131043257,0.368638676845,0.0032866836302,0.0,0.000424088210348,0.0,0.0,0.0,58
3,25000,0.606085275262,0.0,0.0212679352804,0.368983413046,0.00325633458838,0.0,0.000407041823547,0.0,0.0,0.0,67
3,26000,0.606440246648,0.0,0.0211412351962,0.368797102868,0.00322991093276,0.0,0.000391504355486,0.0,0.0,0.0,96
3,27000,0.606200527704,0.0,0.0210139464757,0.369016208066,0.0032981530343,0.0,0.000471164719186,0.0,0.0,0.0,118
3,28000,0.605925656639,0.0,0.0209942742888,0.369444696901,0.00318095064982,0.0,0.000454421521403,0.0,0.0,0.0,141
3,29000,0.605964912281,0.0,0.0210526315789,0.369385964912,0.00315789473684,0.0,0.000438596491228,0.0,0.0,0.0,169
3,30000,0.605986094624,0.0,0.0210276411735,0.369340342547,0.00322197727658,0.0,0.000423944378498,0.0,0.0,0.0,199
3,31000,0.605908904391,0.0,0.0209273697169,0.369388592532,0.00328272466147,0.0,0.00049240869922,0.0,0.0,0.0,232
3,32000,0.605978692956,0.0,0.0209890284624,0.369295595484,0.00325965972333,0.0,0.000477023374145,0.0,0.0,0.0,247
3,33000,0.606446140797,0.0,0.0209730896754,0.368956743003,0.00316138484077,0.0,0.000462641684016,0.0,0.0,0.0,270
3,34000,0.606554923676,0.0,0.0210266387309,0.368751870697,0.0032175995211,0.0,0.000448967375037,0.0,0.0,0.0,329
3,35000,0.606514468518,0.0,0.0208666569725,0.368983568416,0.00319906936164,0.0,0.000436236731133,0.0,0.0,0.0,359
3,36000,0.606658184902,0.0,0.0209216850438,0.368815380266,0.00318066157761,0.0,0.000424088210348,0.0,0.0,0.0,390
3,37000,0.606629530294,0.0,0.0208376315247,0.368956743003,0.00316346881232,0.0,0.000412626366825,0.0,0.0,0.0,416
3,38000,0.606695681286,0.0,0.0207566119853,0.368932038835,0.00314697020422,0.0,0.00046869768999,0.0,0.0,0.0,438
3,39000,0.606602296451,0.0,0.0208115866388,0.368997912317,0.00313152400835,0.0,0.000456680584551,0.0,0.0,0.0,467
3,40000,0.606336280934,0.0,0.0208028500541,0.369298301419,0.00311724664419,0.0,0.00044532094917,0.0,0.0,0.0,456
3,41000,0.606318272095,0.0,0.0207298907646,0.369414101291,0.00310327706058,0.0,0.000434458788481,0.0,0.0,0.0,486
3,42000,0.606627892887,0.0,0.0206591542469,0.369199079123,0.00308978553253,0.0,0.000424088210348,0.0,0.0,0.0,508
3,43000,0.603338068182,0.0,0.0207149621212,0.372395833333,0.00313683712121,0.0,0.000414299242424,0.0,0.0,0.0,539
3,44000,0.600902307826,0.0,0.0208224882874,0.374689108682,0.00318121348835,0.0,0.000404881716698,0.0,0.0,0.0,603
3,45000,0.600972960742,0.0,0.0207602669985,0.374703020704,0.00316777916054,0.0,0.000395972395067,0.0,0.0,0.0,629
3,46000,0.600188146754,0.0,0.0207514802723,0.375518787007,0.00315422500138,0.0,0.000387360965082,0.0,0.0,0.0,656
3,47000,0.595027893625,0.0,0.0207441910849,0.380653198288,0.00314141797108,0.0,0.000433299030493,0.0,0.0,0.0,686
3,48000,0.591812927515,0.0,0.0208388567793,0.383742510207,0.00318150485179,0.0,0.000424200646906,0.0,0.0,0.0,709
